"setting","n_refits","active_refit_share","median_nonzero_cross_coefficients","mean_nonzero_cross_coefficients","median_cross_sparsity_rate"
"HLAGELEM_p12_w30d_step24h",700,0.737142857142857,4,49.9042857142857,0.997474747474748
