"asset","model","feature_set","n","accuracy","balanced_accuracy","f1","auc","positive_rate_actual","positive_rate_predicted"
"BTC","xgboost","lagged_returns_plus_all_network",5040,0.516071428571429,0.516002204594217,0.498044865198601,0.524829242367577,0.499007936507937,0.465079365079365
"DOGE","xgboost","lagged_returns_plus_all_network",5040,0.510714285714286,0.510339197101708,0.490074441687345,0.513850796364095,0.494642857142857,0.464880952380952
"DOT","xgboost","lagged_returns_plus_all_network",5040,0.517460317460318,0.515490866001777,0.484527342094108,0.523321417991508,0.471230158730159,0.464880952380952
"ETH","xgboost","lagged_returns_plus_all_network",5040,0.513492063492063,0.513228028993208,0.493806771263419,0.520727904190825,0.496230158730159,0.464880952380952
"LINK","xgboost","lagged_returns_plus_all_network",5040,0.516071428571429,0.512415532870924,0.47012817727569,0.517665137506361,0.460119047619048,0.453174603174603
"LTC","xgboost","lagged_returns_plus_all_network",5040,0.508531746031746,0.507727544006368,0.484495317377732,0.515054034670671,0.488492063492063,0.464880952380952
"SOL","xgboost","lagged_returns_plus_all_network",5040,0.516269841269841,0.516089099750859,0.497319587628866,0.519284731531814,0.497420634920635,0.464880952380952
"TRX","xgboost","lagged_returns_plus_all_network",5040,0.494047619047619,0.492622077364087,0.464510709785804,0.490840136176742,0.479761904761905,0.465079365079365
"XRP","xgboost","lagged_returns_plus_all_network",5040,0.513095238095238,0.512060711372744,0.487468671679198,0.518218455343176,0.485119047619048,0.464880952380952
"ADA","glmnet_logistic","lagged_returns_plus_asset_signal_interactions",5040,0.51765873015873,0.518128032723462,0.509977827050998,0.518649478451672,0.475595238095238,0.508730158730159
"AVAX","glmnet_logistic","lagged_returns_plus_asset_signal_interactions",5040,0.517460317460318,0.513830619355756,0.471763683753258,0.519553590475513,0.455555555555556,0.457936507936508
"BNB","glmnet_logistic","lagged_returns_plus_asset_signal_interactions",5040,0.520634920634921,0.519241431451613,0.562635771180304,0.524991966985887,0.507936507936508,0.588095238095238
"BTC","glmnet_logistic","lagged_returns_plus_asset_signal_interactions",5040,0.511507936507936,0.511523335236108,0.514781237682302,0.51800295258154,0.499007936507937,0.507738095238095
"DOGE","glmnet_logistic","lagged_returns_plus_asset_signal_interactions",5040,0.511111111111111,0.511191052260818,0.512079207920792,0.514865888327128,0.494642857142857,0.50734126984127
"DOT","glmnet_logistic","lagged_returns_plus_asset_signal_interactions",5040,0.522420634920635,0.522953293176657,0.51225937183384,0.530977229189296,0.471230158730159,0.507936507936508
"ETH","glmnet_logistic","lagged_returns_plus_asset_signal_interactions",5040,0.512896825396825,0.512957400734074,0.514918000395179,0.518704688270418,0.496230158730159,0.507936507936508
"LINK","glmnet_logistic","lagged_returns_plus_asset_signal_interactions",5040,0.529960317460317,0.511358163448203,0.352555342989888,0.519319416690874,0.460119047619048,0.265873015873016
"LTC","glmnet_logistic","lagged_returns_plus_asset_signal_interactions",5040,0.516071428571429,0.516230725648949,0.513659022931206,0.524380671544954,0.488492063492063,0.506547619047619
"SOL","glmnet_logistic","lagged_returns_plus_asset_signal_interactions",5040,0.518849206349206,0.518886557040208,0.521034959510172,0.519013402819519,0.497420634920635,0.507142857142857
"TRX","glmnet_logistic","lagged_returns_plus_asset_signal_interactions",5040,0.495833333333333,0.49612413004677,0.489246231155779,0.496168925027713,0.479761904761905,0.50734126984127
"XRP","glmnet_logistic","lagged_returns_plus_asset_signal_interactions",5040,0.510714285714286,0.510942468409045,0.506997201119552,0.513619159071835,0.485119047619048,0.50734126984127
"ADA","random_forest","lagged_returns_plus_asset_signal_interactions",5040,0.506349206349206,0.515693330245857,0.576726777815584,0.515354749623181,0.475595238095238,0.690674603174603
"AVAX","random_forest","lagged_returns_plus_asset_signal_interactions",5040,0.491071428571429,0.507870831259333,0.555073720728534,0.508616439669447,0.455555555555556,0.688293650793651
"BNB","random_forest","lagged_returns_plus_asset_signal_interactions",5040,0.52281746031746,0.518995715725806,0.617950754567117,0.522360052293347,0.507936507936508,0.741071428571429
"BTC","random_forest","lagged_returns_plus_asset_signal_interactions",5040,0.509126984126984,0.509583292325256,0.600581207620278,0.515289175836073,0.499007936507937,0.729960317460317
"DOGE","random_forest","lagged_returns_plus_asset_signal_interactions",5040,0.508531746031746,0.510922455667388,0.596382597360274,0.518183146811858,0.494642857142857,0.723015873015873
"DOT","random_forest","lagged_returns_plus_asset_signal_interactions",5040,0.508531746031746,0.520014614397156,0.579813401187447,0.523499792633554,0.471230158730159,0.698412698412698
"ETH","random_forest","lagged_returns_plus_asset_signal_interactions",5040,0.519047619047619,0.520668928175087,0.602883355176933,0.521621678229063,0.496230158730159,0.714880952380952
"LINK","random_forest","lagged_returns_plus_asset_signal_interactions",5040,0.492261904761905,0.506737877454497,0.555033907146583,0.514762601388685,0.460119047619048,0.680952380952381
"LTC","random_forest","lagged_returns_plus_asset_signal_interactions",5040,0.515277777777778,0.5201976166513,0.596665015684332,0.520762683558121,0.488492063492063,0.713293650793651
"SOL","random_forest","lagged_returns_plus_asset_signal_interactions",5040,0.511309523809524,0.512466475628997,0.599967516647718,0.514507661217364,0.497420634920635,0.724206349206349
"TRX","random_forest","lagged_returns_plus_asset_signal_interactions",5040,0.49047619047619,0.499244794476211,0.574129353233831,0.488428699324101,0.479761904761905,0.716666666666667
"XRP","random_forest","lagged_returns_plus_asset_signal_interactions",5040,0.501587301587302,0.508828918283154,0.594184168012924,0.512597452234319,0.485119047619048,0.743055555555556
"ADA","xgboost","lagged_returns_plus_asset_signal_interactions",5040,0.513095238095238,0.511388857714216,0.482059940903335,0.521818798280295,0.475595238095238,0.464484126984127
"AVAX","xgboost","lagged_returns_plus_asset_signal_interactions",5040,0.5125,0.509417442935362,0.47013155057149,0.518661320613362,0.455555555555556,0.464484126984127
"BNB","xgboost","lagged_returns_plus_asset_signal_interactions",5040,0.521230158730159,0.52179939516129,0.50765149969394,0.528526571950605,0.507936507936508,0.464484126984127
"BTC","xgboost","lagged_returns_plus_asset_signal_interactions",5040,0.512698412698413,0.512627994409779,0.494233937397035,0.525532586658268,0.499007936507937,0.464484126984127
"DOGE","xgboost","lagged_returns_plus_asset_signal_interactions",5040,0.508333333333333,0.507953719176946,0.487381050889532,0.515463163367047,0.494642857142857,0.464484126984127
"DOT","xgboost","lagged_returns_plus_asset_signal_interactions",5040,0.515873015873016,0.513875382640466,0.482612383375742,0.524407386195319,0.471230158730159,0.464484126984127
"ETH","xgboost","lagged_returns_plus_asset_signal_interactions",5040,0.51031746031746,0.510050253234665,0.49029326724494,0.522324429818462,0.496230158730159,0.464484126984127
"LINK","xgboost","lagged_returns_plus_asset_signal_interactions",5040,0.516468253968254,0.511572585035275,0.461436464088398,0.52016109669748,0.460119047619048,0.437698412698413
"LTC","xgboost","lagged_returns_plus_asset_signal_interactions",5040,0.506944444444444,0.506130263007804,0.482615032271497,0.515868981994115,0.488492063492063,0.464484126984127
"SOL","xgboost","lagged_returns_plus_asset_signal_interactions",5040,0.517063492063492,0.516880724496479,0.497937293729373,0.520104701702977,0.497420634920635,0.464484126984127
"TRX","xgboost","lagged_returns_plus_asset_signal_interactions",5040,0.498809523809524,0.497375708123475,0.469327731092437,0.49283083143901,0.479761904761905,0.46468253968254
"XRP","xgboost","lagged_returns_plus_asset_signal_interactions",5040,0.511904761904762,0.510857359008003,0.486000835770999,0.519605580970168,0.485119047619048,0.464484126984127
